Township Name,Sale date,Street,Type,Tenure,Storey,Bedrooms,Land area,Built-up,Price,Price PSF
"TAMAN SERI DUYONG, Duyong, Melaka",14/11/2022,JALAN SERI DUYONG 4,Terrace House - intermediate,Leasehold,1,-,"1,195 sq. ft.",-,"RM 200,000",RM 167
"TAMAN SERI DUYONG, Duyong, Melaka",25/10/2022,JALAN SD 2/5,Terrace House - intermediate,Leasehold,1,-,"1,195 sq. ft.",-,"RM 156,000",RM 131
"TAMAN SERI DUYONG, Duyong, Melaka",20/10/2022,JALAN SD 2/25C,Terrace House - corner lot,Freehold,1,-,"1,830 sq. ft.",-,"RM 290,000",RM 158
"TAMAN SERI DUYONG, Duyong, Melaka",26/09/2022,JALAN SD15,Terrace House - intermediate,Leasehold,1,-,"1,195 sq. ft.",-,"RM 110,000",RM 92
"TAMAN SERI DUYONG, Duyong, Melaka",19/09/2022,JALAN SD 2/23,Semi D,Leasehold,1,-,"3,670 sq. ft.",-,"RM 300,000",RM 82
"TAMAN SERI DUYONG, Duyong, Melaka",08/09/2022,JALAN SD 2/5,Terrace House - intermediate,Leasehold,1,-,"1,195 sq. ft.",-,"RM 195,000",RM 163
"TAMAN SERI DUYONG, Duyong, Melaka",05/09/2022,JALAN SERI DUYUNG 2/7,Terrace House - intermediate,Leasehold,1,-,"1,195 sq. ft.",-,"RM 260,000",RM 218
"KAMPUNG BARU KERTIH, Kerteh, Terengganu",14/02/2023,OFF JALAN KEMAMAN - DUNGUN,Terrace House - intermediate,Leasehold,1,-,"1,195 sq. ft.",-,"RM 135,000",RM 113
"KAMPUNG BARU KERTIH, Kerteh, Terengganu",14/02/2023,JALAN KAMPUNG CHABANG,Bungalow,Freehold,1,-,"5,447 sq. ft.",-,"RM 480,000",RM 88
"KAMPUNG BARU KERTIH, Kerteh, Terengganu",19/01/2023,OFF JALAN KEMAMAN - DUNGUN,Terrace House - intermediate,Freehold,1,-,"1,841 sq. ft.",-,"RM 285,000",RM 155
"KAMPUNG BARU KERTIH, Kerteh, Terengganu",11/01/2023,OFF JALAN KMN-DGN,Bungalow,Freehold,1,-,"4,801 sq. ft.",-,"RM 400,000",RM 83
"KAMPUNG BARU KERTIH, Kerteh, Terengganu",15/12/2022,"TAMAN CENDANA, OFF JALAN CUKAI-KERTIH",Terrace House - intermediate,Freehold,1,-,"2,207 sq. ft.",-,"RM 250,000",RM 113
"KAMPUNG BARU KERTIH, Kerteh, Terengganu",27/11/2022,OFF JALAN KAMPUNG CABANG,Bungalow,Freehold,1,-,"6,491 sq. ft.",-,"RM 400,000",RM 62
"KAMPUNG BARU KERTIH, Kerteh, Terengganu",14/11/2022,OFF JALAN KAMPUNG CHABANG,Terrace House - intermediate,Freehold,2,-,"2,088 sq. ft.",-,"RM 250,000",RM 120
"KAMPUNG BARU KERTIH, Kerteh, Terengganu",06/11/2022,PERUMAHAN MAMPU MILIK KERTEH II,Terrace House - corner lot,Leasehold,1,-,"2,260 sq. ft.",-,"RM 180,000",RM 80
"KAMPUNG BARU KERTIH, Kerteh, Terengganu",03/10/2022,JALAN RANTAU PETRONAS BUKIT,Terrace House - intermediate,Leasehold,1,-,"1,733 sq. ft.",-,"RM 180,000",RM 104
"KAMPUNG BARU KERTIH, Kerteh, Terengganu",29/09/2022,JALAN KAMPUNG CHABANG,Bungalow,Freehold,1,-,"5,479 sq. ft.",-,"RM 540,000",RM 99
"M RESIDENCE 2, Rawang, Selangor",20/03/2023,JALAN MR 2/20,Semi D,Leasehold,2,-,"3,400 sq. ft.",-,"RM 1,100,000",RM 324
"M RESIDENCE 2, Rawang, Selangor",20/12/2022,JALAN MR 2/18,Terrace House - intermediate,Leasehold,2,-,"1,300 sq. ft.",-,"RM 473,000",RM 364
"M RESIDENCE 2, Rawang, Selangor",08/11/2022,JALAN MR 2/10,Semi D,Leasehold,2,-,"2,080 sq. ft.",-,"RM 750,000",RM 361
"M RESIDENCE 2, Rawang, Selangor",26/09/2022,JALAN MR 2/14,Terrace House - intermediate,Leasehold,2,-,"1,300 sq. ft.",-,"RM 480,000",RM 369
"M RESIDENCE 2, Rawang, Selangor",20/09/2022,JALAN MR 2/20,Terrace House - corner lot,Leasehold,2,-,"2,701 sq. ft.",-,"RM 650,000",RM 241
"M RESIDENCE 2, Rawang, Selangor",12/09/2022,JALAN MR 2/21,Terrace House - end lot,Leasehold,2,-,"1,300 sq. ft.",-,"RM 550,000",RM 423
"M RESIDENCE 2, Rawang, Selangor",12/09/2022,JALAN MR 2/9,Semi D,Freehold,2,-,"2,080 sq. ft.",-,"RM 770,000",RM 370
"M RESIDENCE 2, Rawang, Selangor",06/09/2022,JALAN MR 2/20,Semi D,Leasehold,2,-,"3,400 sq. ft.",-,"RM 840,000",RM 247
"M RESIDENCE 2, Rawang, Selangor",30/08/2022,JALAN MR 2/18,Terrace House - intermediate,Leasehold,2,-,"1,300 sq. ft.",-,"RM 425,000",RM 327
"M RESIDENCE 2, Rawang, Selangor",15/08/2022,JALAN MR 2/21,Terrace House - intermediate,Freehold,2,-,"1,300 sq. ft.",-,"RM 438,000",RM 337
"TAMAN JAYA UTAMA, Telok Panglima Garang, Selangor",10/03/2023,JALAN UTAMA 55,Terrace House - corner lot,Freehold,2,-,"2,766 sq. ft.",-,"RM 600,000",RM 217
"TAMAN JAYA UTAMA, Telok Panglima Garang, Selangor",28/12/2022,JALAN UTAMA 50,Terrace House - intermediate,Freehold,1,-,"1,399 sq. ft.",-,"RM 310,000",RM 222
"TAMAN JAYA UTAMA, Telok Panglima Garang, Selangor",29/11/2022,JU 36,Terrace House - intermediate,Freehold,1,-,"1,195 sq. ft.",-,"RM 310,000",RM 259
"TAMAN JAYA UTAMA, Telok Panglima Garang, Selangor",23/11/2022,JALAN UTAMA 28,Terrace House - intermediate,Freehold,1,-,"1,302 sq. ft.",-,"RM 330,000",RM 253
"TAMAN JAYA UTAMA, Telok Panglima Garang, Selangor",07/11/2022,JALAN UTAMA 29,Terrace House - intermediate,Freehold,2,-,"1,324 sq. ft.",-,"RM 455,000",RM 344
"TAMAN JAYA UTAMA, Telok Panglima Garang, Selangor",07/11/2022,JALAN UTAMA 29,Terrace House - intermediate,Freehold,2,-,"1,313 sq. ft.",-,"RM 458,000",RM 349
"TAMAN JAYA UTAMA, Telok Panglima Garang, Selangor",18/10/2022,JALAN UTAMA 29,Terrace House - intermediate,Freehold,2,-,"1,324 sq. ft.",-,"RM 460,000",RM 347
"TAMAN JAYA UTAMA, Telok Panglima Garang, Selangor",30/09/2022,JALAN UTAMA 6,Terrace House - intermediate,Freehold,2,-,"1,496 sq. ft.",-,"RM 465,000",RM 311
"TAMAN JAYA UTAMA, Telok Panglima Garang, Selangor",26/09/2022,JALAN UTAMA 29,Terrace House - intermediate,Freehold,1,-,"1,302 sq. ft.",-,"RM 230,000",RM 177
"TAMAN JAYA UTAMA, Telok Panglima Garang, Selangor",13/09/2022,JALAN JAYA UTAMA 31,Terrace House - corner lot,Freehold,2,-,"2,982 sq. ft.",-,"RM 500,000",RM 168
"PERKAMPUNGAN SRI MAHKOTA AMAN, Kuantan, Pahang",28/02/2023,LORONG SRI MAHKOTA AMAN 13,Terrace House - corner lot,Freehold,1,-,"3,035 sq. ft.",-,"RM 350,000",RM 115
"PERKAMPUNGAN SRI MAHKOTA AMAN, Kuantan, Pahang",16/12/2022,LORONG SERI MAHKOTA AMAN 7,Terrace House - intermediate,Freehold,1,-,990 sq. ft.,-,"RM 145,000",RM 146
"PERKAMPUNGAN SRI MAHKOTA AMAN, Kuantan, Pahang",29/11/2022,LORONG SERI MAHKOTA AMAN 25,Terrace House - intermediate,Freehold,2,-,"1,496 sq. ft.",-,"RM 320,000",RM 214
"PERKAMPUNGAN SRI MAHKOTA AMAN, Kuantan, Pahang",22/11/2022,LORONG SERI MAHKOTA AMAN 2,Terrace House - corner lot,Freehold,2,-,"3,412 sq. ft.",-,"RM 500,000",RM 147
"PERKAMPUNGAN SRI MAHKOTA AMAN, Kuantan, Pahang",10/11/2022,LORONG SERI MAHKOTA AMAN 42,Terrace House - intermediate,Freehold,1,-,"1,604 sq. ft.",-,"RM 160,000",RM 100
"PERKAMPUNGAN SRI MAHKOTA AMAN, Kuantan, Pahang",09/11/2022,LORONG SERI MAHKOTA AMAN 26,Terrace House - intermediate,Freehold,2,-,"1,485 sq. ft.",-,"RM 320,000",RM 215
"PERKAMPUNGAN SRI MAHKOTA AMAN, Kuantan, Pahang",03/11/2022,JALAN SERI MAHKOTA AMAN,Terrace House - intermediate,Freehold,1,-,"1,410 sq. ft.",-,"RM 160,000",RM 113
"PERKAMPUNGAN SRI MAHKOTA AMAN, Kuantan, Pahang",28/10/2022,JALAN SERI MAHKOTA AMAN 2,Terrace House - intermediate,Freehold,1,-,"1,496 sq. ft.",-,"RM 250,000",RM 167
"PERKAMPUNGAN SRI MAHKOTA AMAN, Kuantan, Pahang",18/08/2022,LORONG SRI MAHKOTA AMAN 12,Terrace House - intermediate,Freehold,1,-,"1,647 sq. ft.",-,"RM 240,000",RM 146
"PERKAMPUNGAN SRI MAHKOTA AMAN, Kuantan, Pahang",12/08/2022,LORONG SERI MAHKOTA AMAN 25,Terrace House - intermediate,Freehold,2,-,"1,496 sq. ft.",-,"RM 330,000",RM 221
"TAMAN MERDEKA, Batu Berendam, Melaka",27/02/2023,JALAN M43,Terrace House - intermediate,Leasehold,1,-,"1,539 sq. ft.",-,"RM 278,000",RM 181
"TAMAN MERDEKA, Batu Berendam, Melaka",22/12/2022,"LORONG 2, JALAN M 28",Terrace House - intermediate,Leasehold,2,-,"1,539 sq. ft.",-,"RM 450,000",RM 292
"TAMAN MERDEKA, Batu Berendam, Melaka",16/12/2022,JALAN M 11,Terrace House - intermediate,Leasehold,2,-,958 sq. ft.,-,"RM 280,000",RM 292
"TAMAN MERDEKA, Batu Berendam, Melaka",12/12/2022,JALAN TEMBUSU 6,Terrace House - intermediate,Leasehold,1,-,"1,539 sq. ft.",-,"RM 250,000",RM 162
"TAMAN MERDEKA, Batu Berendam, Melaka",24/11/2022,JALAN CENGAL 1,Terrace House - end lot,Leasehold,1,-,"1,539 sq. ft.",-,"RM 220,000",RM 143
"TAMAN MERDEKA, Batu Berendam, Melaka",08/11/2022,JALAN M 11,Terrace House - intermediate,Leasehold,2,-,958 sq. ft.,-,"RM 248,000",RM 259
"TAMAN MERDEKA, Batu Berendam, Melaka",19/10/2022,JALAN TEMBUSU,Terrace House - intermediate,Leasehold,1,-,"1,539 sq. ft.",-,"RM 260,000",RM 169
"TAMAN MERDEKA, Batu Berendam, Melaka",21/09/2022,JALAN M 31,Terrace House - intermediate,Leasehold,2,-,"1,539 sq. ft.",-,"RM 405,000",RM 263
"TAMAN MERDEKA, Batu Berendam, Melaka",19/09/2022,JALAN M 34,Terrace House - corner lot,Leasehold,2,-,"3,714 sq. ft.",-,"RM 450,000",RM 121
"TAMAN MERDEKA, Batu Berendam, Melaka",15/09/2022,JALAN PEGAGA 5,Terrace House - intermediate,Leasehold,1,-,"1,539 sq. ft.",-,"RM 280,000",RM 182
"SETIA ECO CASCADIA, Tebrau, Johor",13/01/2023,JALAN ECO CASCADIA 5/8,Terrace House - intermediate,Freehold,2,-,"1,615 sq. ft.",-,"RM 750,000",RM 464
"SETIA ECO CASCADIA, Tebrau, Johor",27/12/2022,JALAN ECO CASCADIA 4/5,Cluster House,Freehold,2,-,"2,562 sq. ft.",-,"RM 1,180,000",RM 461
"SETIA ECO CASCADIA, Tebrau, Johor",14/12/2022,JALAN ECO CASCADIA 1/6,Terrace House - intermediate,Freehold,2,-,"1,765 sq. ft.",-,"RM 730,000",RM 414
"SETIA ECO CASCADIA, Tebrau, Johor",05/12/2022,JALAN ECO CASCADIA 1/12,Terrace House - intermediate,Freehold,2,-,"1,787 sq. ft.",-,"RM 750,000",RM 420
"SETIA ECO CASCADIA, Tebrau, Johor",14/10/2022,JALAN ECO CASCADIA 5/9,Terrace House - intermediate,Freehold,2,-,"1,518 sq. ft.",-,"RM 685,000",RM 451
"SETIA ECO CASCADIA, Tebrau, Johor",19/09/2022,JALAN ECO CASCADIA 5/2,Terrace House - intermediate,Freehold,2,-,"1,615 sq. ft.",-,"RM 770,000",RM 477
"SETIA ECO CASCADIA, Tebrau, Johor",01/09/2022,JALAN ECO CASCADIA 1/11,Terrace House - corner lot,Freehold,3,-,"2,562 sq. ft.",-,"RM 880,000",RM 343
"SETIA ECO CASCADIA, Tebrau, Johor",29/08/2022,JALAN ECO CASCADIA 1/12,Cluster House,Freehold,2,-,"2,562 sq. ft.",-,"RM 1,000,000",RM 390
"SETIA ECO CASCADIA, Tebrau, Johor",24/08/2022,JALAN ECO CASCADIA 1/12,Terrace House - corner lot,Freehold,3,-,"2,982 sq. ft.",-,"RM 990,000",RM 332
"SETIA ECO CASCADIA, Tebrau, Johor",14/08/2022,JALAN ECO CASCADIA 1/10,Terrace House - intermediate,Freehold,2,-,"1,787 sq. ft.",-,"RM 850,000",RM 476
"Permata Apartment, Bukit Mertajam, Penang",05/12/2022,-,624 sq. ft.,"RM 160,000",RM 256
"Permata Apartment, Bukit Mertajam, Penang",01/12/2022,-,624 sq. ft.,"RM 180,000",RM 288
"Permata Apartment, Bukit Mertajam, Penang",24/11/2022,-,624 sq. ft.,"RM 175,000",RM 280
"Permata Apartment, Bukit Mertajam, Penang",15/11/2022,-,624 sq. ft.,"RM 190,000",RM 304
"Permata Apartment, Bukit Mertajam, Penang",01/11/2022,-,624 sq. ft.,"RM 160,000",RM 256
"Permata Apartment, Bukit Mertajam, Penang",21/10/2022,-,624 sq. ft.,"RM 155,000",RM 248
"Permata Apartment, Bukit Mertajam, Penang",18/10/2022,-,624 sq. ft.,"RM 160,000",RM 256
"Permata Apartment, Bukit Mertajam, Penang",11/10/2022,-,624 sq. ft.,"RM 165,000",RM 264
"Permata Apartment, Bukit Mertajam, Penang",13/09/2022,-,624 sq. ft.,"RM 168,000",RM 269
"Permata Apartment, Bukit Mertajam, Penang",13/09/2022,-,624 sq. ft.,"RM 160,000",RM 256
"Flat Taman Alam Megah, Shah Alam, Selangor",21/02/2023,-,603 sq. ft.,"RM 180,000",RM 299
"Flat Taman Alam Megah, Shah Alam, Selangor",01/12/2022,-,603 sq. ft.,"RM 120,000",RM 199
"Flat Taman Alam Megah, Shah Alam, Selangor",21/11/2022,-,580 sq. ft.,"RM 140,000",RM 241
"Flat Taman Alam Megah, Shah Alam, Selangor",06/10/2022,-,603 sq. ft.,"RM 140,000",RM 232
"Flat Taman Alam Megah, Shah Alam, Selangor",30/09/2022,-,580 sq. ft.,"RM 170,000",RM 293
"Flat Taman Alam Megah, Shah Alam, Selangor",22/09/2022,-,603 sq. ft.,"RM 160,000",RM 265
"Flat Taman Alam Megah, Shah Alam, Selangor",21/09/2022,-,603 sq. ft.,"RM 160,000",RM 265
"Flat Taman Alam Megah, Shah Alam, Selangor",20/09/2022,-,603 sq. ft.,"RM 155,000",RM 257
"Flat Taman Alam Megah, Shah Alam, Selangor",18/08/2022,-,603 sq. ft.,"RM 160,000",RM 265
"Flat Taman Alam Megah, Shah Alam, Selangor",11/08/2022,-,603 sq. ft.,"RM 178,000",RM 295
"Prima Regency, Johor Bahru, Johor",01/02/2023,-,"1,066 sq. ft.","RM 295,000",RM 277
"Prima Regency, Johor Bahru, Johor",11/01/2023,-,"1,066 sq. ft.","RM 310,000",RM 291
"Prima Regency, Johor Bahru, Johor",05/01/2023,-,"1,206 sq. ft.","RM 360,000",RM 299
"Prima Regency, Johor Bahru, Johor",19/12/2022,-,"1,345 sq. ft.","RM 350,000",RM 260
"Prima Regency, Johor Bahru, Johor",16/12/2022,-,"1,066 sq. ft.","RM 295,000",RM 277
"Prima Regency, Johor Bahru, Johor",23/11/2022,-,"1,206 sq. ft.","RM 300,000",RM 249
"Prima Regency, Johor Bahru, Johor",21/11/2022,-,"1,345 sq. ft.","RM 380,000",RM 283
"Prima Regency, Johor Bahru, Johor",17/11/2022,-,"1,044 sq. ft.","RM 350,000",RM 335
"Prima Regency, Johor Bahru, Johor",04/11/2022,-,"1,066 sq. ft.","RM 340,000",RM 319
"Prima Regency, Johor Bahru, Johor",01/11/2022,-,"1,066 sq. ft.","RM 350,000",RM 328
"Ixora Apartment, Bukit Baru, Melaka",20/12/2022,-,"1,249 sq. ft.","RM 288,000",RM 231
"Ixora Apartment, Bukit Baru, Melaka",21/11/2022,-,"1,249 sq. ft.","RM 330,000",RM 264
"Ixora Apartment, Bukit Baru, Melaka",11/11/2022,-,"1,249 sq. ft.","RM 308,000",RM 247
"Ixora Apartment, Bukit Baru, Melaka",08/11/2022,-,"1,249 sq. ft.","RM 308,000",RM 247
"Ixora Apartment, Bukit Baru, Melaka",07/11/2022,-,"1,249 sq. ft.","RM 300,000",RM 240
"Ixora Apartment, Bukit Baru, Melaka",12/10/2022,-,"1,249 sq. ft.","RM 280,000",RM 224
"Ixora Apartment, Bukit Baru, Melaka",23/09/2022,-,"1,249 sq. ft.","RM 300,000",RM 240
"Ixora Apartment, Bukit Baru, Melaka",12/09/2022,-,"1,249 sq. ft.","RM 275,000",RM 220
"Ixora Apartment, Bukit Baru, Melaka",02/09/2022,-,"1,249 sq. ft.","RM 288,000",RM 231
"Ixora Apartment, Bukit Baru, Melaka",19/08/2022,-,"1,249 sq. ft.","RM 320,000",RM 256
"Angkasa Condominiums, Cheras, Kuala Lumpur",24/02/2023,-,920 sq. ft.,"RM 410,000",RM 446
"Angkasa Condominiums, Cheras, Kuala Lumpur",24/02/2023,-,926 sq. ft.,"RM 460,000",RM 497
"Angkasa Condominiums, Cheras, Kuala Lumpur",14/02/2023,-,926 sq. ft.,"RM 420,000",RM 454
"Angkasa Condominiums, Cheras, Kuala Lumpur",16/01/2023,-,926 sq. ft.,"RM 400,000",RM 432
"Angkasa Condominiums, Cheras, Kuala Lumpur",12/01/2023,-,926 sq. ft.,"RM 450,000",RM 486
"Angkasa Condominiums, Cheras, Kuala Lumpur",09/01/2023,-,926 sq. ft.,"RM 356,000",RM 384
"Angkasa Condominiums, Cheras, Kuala Lumpur",27/12/2022,-,926 sq. ft.,"RM 365,000",RM 394
"Angkasa Condominiums, Cheras, Kuala Lumpur",20/12/2022,-,926 sq. ft.,"RM 330,000",RM 356
"Angkasa Condominiums, Cheras, Kuala Lumpur",09/12/2022,-,926 sq. ft.,"RM 410,000",RM 443
"Angkasa Condominiums, Cheras, Kuala Lumpur",25/10/2022,-,926 sq. ft.,"RM 360,000",RM 389
"Hann's Residence, Sibu, Sarawak",21/02/2023,-,843 sq. ft.,"RM 450,000",RM 534
"Hann's Residence, Sibu, Sarawak",18/01/2023,-,"1,199 sq. ft.","RM 569,525",RM 475
"Hann's Residence, Sibu, Sarawak",09/12/2022,-,657 sq. ft.,"RM 370,000",RM 563
"Hann's Residence, Sibu, Sarawak",02/12/2022,-,843 sq. ft.,"RM 495,000",RM 587
"Hann's Residence, Sibu, Sarawak",22/11/2022,-,"1,199 sq. ft.","RM 680,000",RM 567
"Hann's Residence, Sibu, Sarawak",17/11/2022,-,552 sq. ft.,"RM 330,000",RM 598
"Hann's Residence, Sibu, Sarawak",15/11/2022,-,697 sq. ft.,"RM 428,000",RM 614
"Hann's Residence, Sibu, Sarawak",04/11/2022,-,843 sq. ft.,"RM 450,000",RM 534
"Hann's Residence, Sibu, Sarawak",28/10/2022,-,759 sq. ft.,"RM 425,000",RM 560
"Hann's Residence, Sibu, Sarawak",08/10/2022,-,843 sq. ft.,"RM 480,000",RM 569
"HILL PARK HOME, Kajang, Selangor",28/12/2022,JALAN HILL PARK 6/3,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 540,000",RM 386
"HILL PARK HOME, Kajang, Selangor",21/12/2022,JALAN HP 5/1,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 550,000",RM 393
"HILL PARK HOME, Kajang, Selangor",30/11/2022,HILL PARK 3,Terrace House - intermediate,Freehold,2,-,"1,496 sq. ft.",-,"RM 480,000",RM 321
"HILL PARK HOME, Kajang, Selangor",25/11/2022,JALAN HP 3/1,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 550,000",RM 393
"HILL PARK HOME, Kajang, Selangor",08/11/2022,JALAN HILLPARK 6/3,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 550,000",RM 393
"HILL PARK HOME, Kajang, Selangor",17/10/2022,JALAN HP 3A/2,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 585,000",RM 418
"HILL PARK HOME, Kajang, Selangor",07/10/2022,JALAN HP 8/3A,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 600,000",RM 429
"HILL PARK HOME, Kajang, Selangor",29/09/2022,JALAN HP 1/3A,Terrace House - intermediate,Freehold,2,-,"1,496 sq. ft.",-,"RM 518,000",RM 346
"HILL PARK HOME, Kajang, Selangor",28/09/2022,JALAN HP 1/5,Terrace House - intermediate,Freehold,2,-,"1,496 sq. ft.",-,"RM 600,000",RM 401
"HILL PARK HOME, Kajang, Selangor",12/09/2022,JALAN HILLPARK 3A/3,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 480,000",RM 343
"TAMAN SERAI PERDANA, Bagan Serai, Perak",24/02/2023,JALAN PERDANA 4/6,Terrace House - intermediate,Freehold,1,-,"1,399 sq. ft.",-,"RM 198,000",RM 142
"TAMAN SERAI PERDANA, Bagan Serai, Perak",16/02/2023,JALAN PERDANA 5/2,Terrace House - corner lot,Freehold,2,-,"2,454 sq. ft.",-,"RM 437,000",RM 178
"TAMAN SERAI PERDANA, Bagan Serai, Perak",12/12/2022,JALAN PERDANA 5/2,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 319,000",RM 228
"TAMAN SERAI PERDANA, Bagan Serai, Perak",12/12/2022,JALAN PERDANA 5/2,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 308,000",RM 220
"TAMAN SERAI PERDANA, Bagan Serai, Perak",23/11/2022,JALAN PERDANA 5/2,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 308,000",RM 220
"TAMAN SERAI PERDANA, Bagan Serai, Perak",21/11/2022,JALAN PERDANA 1/4,Semi D,Freehold,1,-,"2,799 sq. ft.",-,"RM 350,000",RM 125
"TAMAN SERAI PERDANA, Bagan Serai, Perak",25/10/2022,JALAN PERDANA 2/3,Terrace House - intermediate,Freehold,1,-,"1,399 sq. ft.",-,"RM 230,000",RM 164
"TAMAN SERAI PERDANA, Bagan Serai, Perak",25/10/2022,JALAN PERDANA 5/1,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 322,000",RM 230
"TAMAN SERAI PERDANA, Bagan Serai, Perak",14/10/2022,JALAN PERDANA 5/2,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 328,000",RM 234
"TAMAN SERAI PERDANA, Bagan Serai, Perak",13/10/2022,JALAN PERDANA 3/4,Terrace House - intermediate,Freehold,1,-,"1,195 sq. ft.",-,"RM 200,000",RM 167
"SETIA INDAH 11, Setia Alam, Selangor",18/01/2023,JALAN SETIA INDAH U13/11V,Terrace House - intermediate,Freehold,2,-,"1,302 sq. ft.",-,"RM 615,000",RM 472
"SETIA INDAH 11, Setia Alam, Selangor",16/12/2022,JALAN SETIA INDAH U13/11F,Terrace House - intermediate,Freehold,2,-,"1,173 sq. ft.",-,"RM 556,000",RM 474
"SETIA INDAH 11, Setia Alam, Selangor",30/11/2022,JALAN SETIA INDAH U13/11K,Terrace House - intermediate,Freehold,2,-,"1,173 sq. ft.",-,"RM 625,000",RM 533
"SETIA INDAH 11, Setia Alam, Selangor",10/11/2022,JALAN SETIA INDAH U13/11T,Terrace House - intermediate,Freehold,2,-,"1,302 sq. ft.",-,"RM 720,000",RM 553
"SETIA INDAH 11, Setia Alam, Selangor",29/09/2022,JALAN SETIA INDAH U13/11K,Terrace House - intermediate,Freehold,2,-,"1,496 sq. ft.",-,"RM 730,000",RM 488
"SETIA INDAH 11, Setia Alam, Selangor",13/09/2022,JALAN SETIA INDAH U13/11J,Terrace House - intermediate,Freehold,2,-,"1,173 sq. ft.",-,"RM 650,000",RM 554
"SETIA INDAH 11, Setia Alam, Selangor",25/08/2022,JALAN SETIA INDAH U13/11F,Terrace House - intermediate,Freehold,2,-,"1,173 sq. ft.",-,"RM 550,000",RM 469
"SETIA INDAH 11, Setia Alam, Selangor",23/08/2022,JALAN SETIA INDAH U13/11D,Terrace House - intermediate,Freehold,2,-,"1,173 sq. ft.",-,"RM 460,000",RM 392
"SETIA INDAH 11, Setia Alam, Selangor",15/08/2022,JALAN SETIA INDAH U13/11R,Terrace House - intermediate,Freehold,2,-,"1,302 sq. ft.",-,"RM 700,000",RM 538
"SETIA INDAH 11, Setia Alam, Selangor",01/08/2022,JALAN SETIA INDAH U13/11K,Terrace House - intermediate,Freehold,2,-,"1,173 sq. ft.",-,"RM 570,000",RM 486
"TAMAN MERAK, Simpang Ampat, Penang",07/03/2023,LORONG MERAK 28,Terrace House - intermediate,Freehold,1,-,"1,001 sq. ft.",-,"RM 150,000",RM 150
"TAMAN MERAK, Simpang Ampat, Penang",14/11/2022,LORONG MERAK 16,Terrace House - corner lot,Freehold,1,-,"2,357 sq. ft.",-,"RM 180,000",RM 76
"TAMAN MERAK, Simpang Ampat, Penang",12/11/2022,LORONG MERAK 7,Terrace House - intermediate,Freehold,1,-,"1,001 sq. ft.",-,"RM 244,000",RM 244
"TAMAN MERAK, Simpang Ampat, Penang",08/11/2022,LORONG MERAK 6,Terrace House - intermediate,Freehold,1,-,"1,001 sq. ft.",-,"RM 225,000",RM 225
"TAMAN MERAK, Simpang Ampat, Penang",04/11/2022,LORONG MERAK 37,Terrace House - intermediate,Freehold,1,-,"1,001 sq. ft.",-,"RM 224,000",RM 224
"TAMAN MERAK, Simpang Ampat, Penang",31/10/2022,LORONG MERAK 28,Terrace House - intermediate,Freehold,1,-,"1,001 sq. ft.",-,"RM 32,000",RM 32
"TAMAN MERAK, Simpang Ampat, Penang",09/09/2022,LORONG MERAK 25,Terrace House - intermediate,Freehold,1,-,"1,001 sq. ft.",-,"RM 233,000",RM 233
"TAMAN MERAK, Simpang Ampat, Penang",07/09/2022,LORONG MERAK 42,Terrace House - intermediate,Freehold,1,-,"1,001 sq. ft.",-,"RM 260,000",RM 260
"TAMAN MERAK, Simpang Ampat, Penang",25/08/2022,LORONG MERAK 2,Terrace House - corner lot,Freehold,1,-,"2,476 sq. ft.",-,"RM 250,000",RM 101
"TAMAN MERAK, Simpang Ampat, Penang",25/08/2022,LORONG MERAK 42,Terrace House - intermediate,Freehold,1,-,"1,001 sq. ft.",-,"RM 230,000",RM 230
"BANDAR MUTIARA, Sungai Petani, Kedah",21/11/2022,JALAN BANDAR MUTIARA 3/1,Terrace House - intermediate,Freehold,1,-,"1,399 sq. ft.",-,"RM 250,000",RM 179
"BANDAR MUTIARA, Sungai Petani, Kedah",08/11/2022,JALAN BM 1/14,Terrace House - intermediate,Freehold,1,-,"1,399 sq. ft.",-,"RM 260,000",RM 186
"BANDAR MUTIARA, Sungai Petani, Kedah",19/10/2022,JALAN BM 1/9,Semi D,Freehold,1,-,"2,799 sq. ft.",-,"RM 250,000",RM 89
"BANDAR MUTIARA, Sungai Petani, Kedah",12/10/2022,JALAN BM 1/15,Terrace House - intermediate,Freehold,1,-,"1,399 sq. ft.",-,"RM 240,000",RM 172
"BANDAR MUTIARA, Sungai Petani, Kedah",04/10/2022,JALAN BANDAR MUTIARA 3/5,Terrace House - intermediate,Freehold,1,-,"1,399 sq. ft.",-,"RM 250,000",RM 179
