Township Name,Sale date,Street,Type,Tenure,Storey,Bedrooms,Land area,Built-up,Price,Price PSF
"Mentari Court, Bandar Sunway, Selangor",28/10/2022,-,764 sq. ft.,"RM 380,000",RM 497
"Mentari Court, Bandar Sunway, Selangor",28/10/2022,-,775 sq. ft.,"RM 390,000",RM 503
"Mentari Court, Bandar Sunway, Selangor",14/10/2022,-,775 sq. ft.,"RM 350,000",RM 452
"Mentari Court, Bandar Sunway, Selangor",13/10/2022,-,775 sq. ft.,"RM 230,000",RM 297
"Mentari Court, Bandar Sunway, Selangor",13/10/2022,-,904 sq. ft.,"RM 380,000",RM 420
"BANDAR PUTERI PUCHONG, Puchong, Selangor",08/03/2023,JALAN PUTERI 10/2,Terrace House - intermediate,Freehold,2,-,"1,647 sq. ft.",-,"RM 998,000",RM 606
"BANDAR PUTERI PUCHONG, Puchong, Selangor",17/01/2023,JALAN PUTERI 6/3,Terrace House - intermediate,Freehold,2,-,"1,647 sq. ft.",-,"RM 1,370,000",RM 832
"BANDAR PUTERI PUCHONG, Puchong, Selangor",06/01/2023,JALAN PUTERI 8/6,Semi D,Freehold,2,-,"5,791 sq. ft.",-,"RM 2,880,000",RM 497
"BANDAR PUTERI PUCHONG, Puchong, Selangor",05/01/2023,JALAN PUTERI 11/8,Terrace House - intermediate,Freehold,2.5,-,"1,539 sq. ft.",-,"RM 1,170,000",RM 760
"BANDAR PUTERI PUCHONG, Puchong, Selangor",29/12/2022,JALAN PUTERI 12/23,Terrace House - intermediate,Freehold,2,-,"1,647 sq. ft.",-,"RM 1,180,000",RM 716
"BANDAR PUTERI PUCHONG, Puchong, Selangor",28/12/2022,JALAN PUTERI 6/2A,Terrace House - intermediate,Freehold,2,-,"1,647 sq. ft.",-,"RM 940,000",RM 571
"BANDAR PUTERI PUCHONG, Puchong, Selangor",19/12/2022,JALAN PUTERI 12/12,Terrace House - corner lot,Freehold,2,-,"4,047 sq. ft.",-,"RM 1,920,000",RM 474
"BANDAR PUTERI PUCHONG, Puchong, Selangor",15/12/2022,JALAN PUTERI 12/11,Terrace House - intermediate,Freehold,2,-,"1,539 sq. ft.",-,"RM 910,000",RM 591
"BANDAR PUTERI PUCHONG, Puchong, Selangor",25/11/2022,JALAN PUTERI 10/11,Terrace House - end lot,Freehold,2,-,"2,400 sq. ft.",-,"RM 1,350,000",RM 563
"BANDAR PUTERI PUCHONG, Puchong, Selangor",23/11/2022,JALAN PUTERI 7/6,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 1,100,000",RM 786
"TAMAN DESA JAYA, Johor Bahru, Johor",13/03/2023,JALAN LEMBAH 8,Terrace House - intermediate,Freehold,2,-,"1,539 sq. ft.",-,"RM 480,000",RM 312
"TAMAN DESA JAYA, Johor Bahru, Johor",17/01/2023,JALAN LEMBAH 16,Terrace House - intermediate,Freehold,2,-,"1,539 sq. ft.",-,"RM 500,000",RM 325
"TAMAN DESA JAYA, Johor Bahru, Johor",15/01/2023,JALAN PERMATANG 28,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 410,000",RM 266
"TAMAN DESA JAYA, Johor Bahru, Johor",31/12/2022,JALAN DANAU 21,Terrace House - intermediate,Freehold,2,-,"1,540 sq. ft.",-,"RM 535,000",RM 347
"TAMAN DESA JAYA, Johor Bahru, Johor",29/12/2022,JALAN DANAU 8,Terrace House - intermediate,Freehold,1,-,"1,400 sq. ft.",-,"RM 400,000",RM 286
"TAMAN DESA JAYA, Johor Bahru, Johor",23/12/2022,JALAN PERMATANG 21,Terrace House - intermediate,Freehold,2,-,"1,539 sq. ft.",-,"RM 500,000",RM 325
"TAMAN DESA JAYA, Johor Bahru, Johor",22/12/2022,JALAN PERMATANG 20,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 380,000",RM 272
"TAMAN DESA JAYA, Johor Bahru, Johor",19/12/2022,JALAN DANAU 47,Terrace House - intermediate,Freehold,2,-,770 sq. ft.,-,"RM 250,000",RM 325
"TAMAN DESA JAYA, Johor Bahru, Johor",14/12/2022,JALAN PERMATANG 23,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 450,000",RM 292
"TAMAN DESA JAYA, Johor Bahru, Johor",05/12/2022,JALAN LEMBAH 21,Terrace House - intermediate,Freehold,2,-,"1,539 sq. ft.",-,"RM 540,000",RM 351
"TAMAN CAHAYA MASAI, Pasir Gudang, Johor",09/02/2023,JALAN BERLIAN 30,Terrace House - end lot,Leasehold,2,-,775 sq. ft.,-,"RM 260,000",RM 335
"TAMAN CAHAYA MASAI, Pasir Gudang, Johor",13/12/2022,JALAN BERLIAN 33,Terrace House - intermediate,Leasehold,2,-,775 sq. ft.,-,"RM 250,000",RM 323
"TAMAN CAHAYA MASAI, Pasir Gudang, Johor",12/12/2022,JALAN BERLIAN 7,Terrace House - end lot,Leasehold,2,-,936 sq. ft.,-,"RM 300,000",RM 321
"TAMAN CAHAYA MASAI, Pasir Gudang, Johor",29/11/2022,JALAN BERLIAN 3,Terrace House - corner lot,Leasehold,2,-,"1,765 sq. ft.",-,"RM 50,000",RM 28
"TAMAN CAHAYA MASAI, Pasir Gudang, Johor",22/11/2022,JALAN BERLIAN 33,Terrace House - intermediate,Leasehold,2,-,775 sq. ft.,-,"RM 265,000",RM 342
"TAMAN CAHAYA MASAI, Pasir Gudang, Johor",04/11/2022,JALAN DELIMA 5,Terrace House - intermediate,Leasehold,2,-,775 sq. ft.,-,"RM 260,000",RM 335
"TAMAN CAHAYA MASAI, Pasir Gudang, Johor",03/11/2022,JALAN BERLIAN 30,Terrace House - intermediate,Leasehold,2,-,775 sq. ft.,-,"RM 260,000",RM 335
"TAMAN CAHAYA MASAI, Pasir Gudang, Johor",01/11/2022,JALAN DELIMA 17,Terrace House - intermediate,Leasehold,2,-,775 sq. ft.,-,"RM 270,000",RM 348
"TAMAN CAHAYA MASAI, Pasir Gudang, Johor",01/11/2022,JALAN INTAN 6,Terrace House - intermediate,Leasehold,2,-,775 sq. ft.,-,"RM 260,000",RM 335
"TAMAN CAHAYA MASAI, Pasir Gudang, Johor",31/10/2022,JALAN BERLIAN 26,Terrace House - corner lot,Leasehold,2,-,"1,905 sq. ft.",-,"RM 305,000",RM 160
"Ladang Tok Pelam, Kuala Terengganu, Terengganu",09/02/2023,-,840 sq. ft.,"RM 225,400",RM 268
"Ladang Tok Pelam, Kuala Terengganu, Terengganu",06/02/2023,-,840 sq. ft.,"RM 230,600",RM 275
"Ladang Tok Pelam, Kuala Terengganu, Terengganu",30/01/2023,-,840 sq. ft.,"RM 243,000",RM 289
"Ladang Tok Pelam, Kuala Terengganu, Terengganu",30/01/2023,-,840 sq. ft.,"RM 235,000",RM 280
"Ladang Tok Pelam, Kuala Terengganu, Terengganu",23/01/2023,-,840 sq. ft.,"RM 238,000",RM 283
"Ladang Tok Pelam, Kuala Terengganu, Terengganu",19/01/2023,-,840 sq. ft.,"RM 232,200",RM 276
"Ladang Tok Pelam, Kuala Terengganu, Terengganu",18/01/2023,-,840 sq. ft.,"RM 238,600",RM 284
"Ladang Tok Pelam, Kuala Terengganu, Terengganu",12/01/2023,-,840 sq. ft.,"RM 236,200",RM 281
"Ladang Tok Pelam, Kuala Terengganu, Terengganu",10/01/2023,-,840 sq. ft.,"RM 241,000",RM 287
"Ladang Tok Pelam, Kuala Terengganu, Terengganu",08/12/2022,-,840 sq. ft.,"RM 233,800",RM 278
"TAMAN ECO FLORA, Tebrau, Johor",07/02/2023,JALAN EKOFLORA 5/1,Terrace House - intermediate,Freehold,2,-,"1,604 sq. ft.",-,"RM 830,000",RM 517
"TAMAN ECO FLORA, Tebrau, Johor",16/01/2023,JALAN ECO FLORA 3/16,Terrace House - intermediate,Freehold,2,-,"1,798 sq. ft.",-,"RM 979,000",RM 544
"TAMAN ECO FLORA, Tebrau, Johor",29/12/2022,JALAN EKO FLORA 1/17,Cluster House,Freehold,2,-,"2,562 sq. ft.",-,"RM 1,150,000",RM 449
"TAMAN ECO FLORA, Tebrau, Johor",27/12/2022,JALAN EKOFLORA 5/19,Terrace House - intermediate,Freehold,2,-,"1,604 sq. ft.",-,"RM 800,000",RM 499
"TAMAN ECO FLORA, Tebrau, Johor",14/12/2022,JALAN EKO FLORA 1/4,Semi D,Freehold,2,-,"3,358 sq. ft.",-,"RM 1,840,000",RM 548
"TAMAN ECO FLORA, Tebrau, Johor",12/12/2022,JALAN ECO FLORA 3/6,Terrace House - corner lot,Freehold,2,-,"2,400 sq. ft.",-,"RM 1,050,000",RM 438
"TAMAN ECO FLORA, Tebrau, Johor",02/12/2022,JALAN EKO FLORA 1/17,Cluster House,Freehold,2,-,"2,562 sq. ft.",-,"RM 1,270,000",RM 496
"TAMAN ECO FLORA, Tebrau, Johor",01/12/2022,JALAN ECO FLORA 3/21,Terrace House - intermediate,Freehold,2,-,"1,798 sq. ft.",-,"RM 970,000",RM 539
"TAMAN ECO FLORA, Tebrau, Johor",30/11/2022,JALAN EKOFLORA 5/20,Terrace House - intermediate,Freehold,2,-,"1,765 sq. ft.",-,"RM 915,000",RM 518
"TAMAN ECO FLORA, Tebrau, Johor",29/11/2022,JALAN EKOFLORA 2/14,Bungalow,Freehold,2,-,"7,201 sq. ft.",-,"RM 3,650,000",RM 507
"TAMAN DESA TEBRAU, Tebrau, Johor",17/01/2023,JALAN HARMONIUM 30/5,Terrace House - intermediate,Freehold,3,-,"1,916 sq. ft.",-,"RM 948,000",RM 495
"TAMAN DESA TEBRAU, Tebrau, Johor",13/01/2023,JALAN HARMONIUM 6,Terrace House - intermediate,Freehold,2,-,"1,430 sq. ft.",-,"RM 500,000",RM 350
"TAMAN DESA TEBRAU, Tebrau, Johor",09/01/2023,JALAN HARMONIUM 30/7,Terrace House - corner lot,Freehold,3,-,"4,155 sq. ft.",-,"RM 1,365,000",RM 329
"TAMAN DESA TEBRAU, Tebrau, Johor",29/12/2022,JALAN HARMONIUM 21/12,Terrace House - intermediate,Freehold,2,-,"1,432 sq. ft.",-,"RM 510,000",RM 356
"TAMAN DESA TEBRAU, Tebrau, Johor",19/12/2022,JALAN HARMONIUM 23/4,Terrace House - end lot,Freehold,2,-,"1,755 sq. ft.",-,"RM 400,000",RM 228
"TAMAN DESA TEBRAU, Tebrau, Johor",16/12/2022,JALAN HARMONIUM 30/4,Terrace House - intermediate,Freehold,2,-,"1,765 sq. ft.",-,"RM 840,000",RM 476
"TAMAN DESA TEBRAU, Tebrau, Johor",01/12/2022,JALAN HARMONIUM 21/14,Terrace House - intermediate,Freehold,2,-,"1,432 sq. ft.",-,"RM 580,000",RM 405
"TAMAN DESA TEBRAU, Tebrau, Johor",11/11/2022,JALAN HARMONIUM 20/9,Semi D,Freehold,2,-,"2,940 sq. ft.",-,"RM 890,000",RM 303
"TAMAN DESA TEBRAU, Tebrau, Johor",09/11/2022,JALAN HARMONIUM 37/2,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 710,000",RM 508
"TAMAN DESA TEBRAU, Tebrau, Johor",07/11/2022,JALAN HARMONIUM 22/1,Terrace House - intermediate,Freehold,2,-,"1,647 sq. ft.",-,"RM 720,000",RM 437
"BANDAR BUKIT TINGGI, Klang, Selangor",15/02/2023,LORONG BATU NILAM 30A,Terrace House - intermediate,Freehold,2,-,"1,173 sq. ft.",-,"RM 635,000",RM 541
"BANDAR BUKIT TINGGI, Klang, Selangor",09/01/2023,LORONG BATUNILAM 28H,Terrace House - end lot,Freehold,2,-,"2,239 sq. ft.",-,"RM 900,000",RM 402
"BANDAR BUKIT TINGGI, Klang, Selangor",09/01/2023,JALAN BATU NILAM 23,Terrace House - intermediate,Freehold,2.5,-,"1,798 sq. ft.",-,"RM 1,200,000",RM 667
"BANDAR BUKIT TINGGI, Klang, Selangor",20/12/2022,LORONG BATU NILAM 19B,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 705,000",RM 504
"BANDAR BUKIT TINGGI, Klang, Selangor",02/12/2022,LORONG BATU NILAM 32A,Terrace House - corner lot,Freehold,2,-,"4,047 sq. ft.",-,"RM 1,000,000",RM 247
"BANDAR BUKIT TINGGI, Klang, Selangor",01/12/2022,LORONG BATU NILAM 23C,Terrace House - intermediate,Freehold,2.5,-,"1,798 sq. ft.",-,"RM 950,000",RM 528
"BANDAR BUKIT TINGGI, Klang, Selangor",23/11/2022,LORONG BATU NILAM 23B,Terrace House - intermediate,Freehold,2.5,-,"1,798 sq. ft.",-,"RM 340,000",RM 189
"BANDAR BUKIT TINGGI, Klang, Selangor",22/11/2022,LORONG BATU NILAM 35D,Terrace House - intermediate,Freehold,2,-,"1,261 sq. ft.",-,"RM 645,000",RM 512
"BANDAR BUKIT TINGGI, Klang, Selangor",21/11/2022,LORONG BATU NILAM 28A,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 648,000",RM 463
"BANDAR BUKIT TINGGI, Klang, Selangor",10/11/2022,LORONG BATU NILAM 18D,Terrace House - intermediate,Freehold,2,-,"1,733 sq. ft.",-,"RM 838,000",RM 484
"BANDAR RINCHING, Semenyih, Selangor",26/01/2023,"JALAN 4/6, BANDAR RINCING",Terrace House - intermediate,Freehold,1,-,"1,200 sq. ft.",-,"RM 300,000",RM 250
"BANDAR RINCHING, Semenyih, Selangor",19/01/2023,JALAN 1/7C,Terrace House - end lot,Freehold,1,-,"1,894 sq. ft.",-,"RM 400,000",RM 211
"BANDAR RINCHING, Semenyih, Selangor",19/01/2023,JALAN 2/5,Terrace House - intermediate,Freehold,1,-,"1,302 sq. ft.",-,"RM 240,000",RM 184
"BANDAR RINCHING, Semenyih, Selangor",13/01/2023,"JALAN 2/5, BANDAR RINCHING",Terrace House - intermediate,Freehold,1,-,"1,302 sq. ft.",-,"RM 285,000",RM 219
"BANDAR RINCHING, Semenyih, Selangor",23/12/2022,JALAN 1/4A,Terrace House - intermediate,Freehold,1,-,"1,302 sq. ft.",-,"RM 280,000",RM 215
"BANDAR RINCHING, Semenyih, Selangor",22/12/2022,JALAN 5/18,Terrace House - intermediate,Freehold,1,-,"1,302 sq. ft.",-,"RM 340,000",RM 261
"BANDAR RINCHING, Semenyih, Selangor",14/12/2022,JALAN 6/4,Terrace House - intermediate,Freehold,2,-,"1,076 sq. ft.",-,"RM 470,000",RM 437
"BANDAR RINCHING, Semenyih, Selangor",06/12/2022,JALAN 2/4A,Terrace House - intermediate,Freehold,1,-,"1,302 sq. ft.",-,"RM 370,000",RM 284
"BANDAR RINCHING, Semenyih, Selangor",29/11/2022,"JALAN 1/7C, BANDAR RINCING",Terrace House - intermediate,Freehold,1,-,"1,195 sq. ft.",-,"RM 320,000",RM 268
"BANDAR RINCHING, Semenyih, Selangor",24/11/2022,JALAN 2/3,Terrace House - intermediate,Freehold,1,-,"3,208 sq. ft.",-,"RM 400,000",RM 125
"TAMAN CENTURY, Johor Bahru, Johor",07/03/2023,JALAN LANDAK MAMAN,Terrace House - corner lot,Freehold,1,-,"3,333 sq. ft.",-,"RM 750,000",RM 225
"TAMAN CENTURY, Johor Bahru, Johor",07/02/2023,JALAN LANDAK RAYA,Terrace House - end lot,Freehold,1,-,"1,430 sq. ft.",-,"RM 400,000",RM 280
"TAMAN CENTURY, Johor Bahru, Johor",01/02/2023,JALAN RUSA 2,Terrace House - intermediate,Freehold,1,-,"1,430 sq. ft.",-,"RM 510,000",RM 357
"TAMAN CENTURY, Johor Bahru, Johor",31/01/2023,JALAN BIJAKSANA,Semi D,Freehold,1,-,"3,455 sq. ft.",-,"RM 595,000",RM 172
"TAMAN CENTURY, Johor Bahru, Johor",17/01/2023,JALAN BUJUR,Terrace House - intermediate,Freehold,1,-,"1,470 sq. ft.",-,"RM 470,000",RM 320
"TAMAN CENTURY, Johor Bahru, Johor",12/01/2023,JALAN SAKTI,Semi D,Freehold,1,-,"4,717 sq. ft.",-,"RM 350,000",RM 74
"TAMAN CENTURY, Johor Bahru, Johor",03/01/2023,JALAN LANDAK KAWAN,Terrace House - intermediate,Freehold,1,-,"1,430 sq. ft.",-,"RM 430,000",RM 301
"TAMAN CENTURY, Johor Bahru, Johor",30/12/2022,JALAN LANDAK,Terrace House - intermediate,Freehold,1,-,"1,430 sq. ft.",-,"RM 498,000",RM 348
"TAMAN CENTURY, Johor Bahru, Johor",20/12/2022,JALAN LANDAK MAMAN,Terrace House - intermediate,Freehold,1,-,"1,430 sq. ft.",-,"RM 450,000",RM 315
"TAMAN CENTURY, Johor Bahru, Johor",13/12/2022,JALAN HARIMAU BINTANG,Semi D,Freehold,1,-,"3,703 sq. ft.",-,"RM 680,000",RM 184
"TAMAN NUSA IDAMAN, Iskandar Puteri (Nusajaya), Johor",08/02/2023,JALAN IDAMAN 5/7,Terrace House - corner lot,Freehold,2,-,"3,541 sq. ft.",-,"RM 900,000",RM 254
"TAMAN NUSA IDAMAN, Iskandar Puteri (Nusajaya), Johor",03/02/2023,JALAN IDAMAN 7/3,Terrace House - intermediate,Freehold,2,-,"1,647 sq. ft.",-,"RM 705,000",RM 428
"TAMAN NUSA IDAMAN, Iskandar Puteri (Nusajaya), Johor",19/01/2023,JALAN IDAMAN 3/5,Terrace House - corner lot,Freehold,2,-,"4,327 sq. ft.",-,"RM 730,000",RM 169
"TAMAN NUSA IDAMAN, Iskandar Puteri (Nusajaya), Johor",17/01/2023,JALAN IDAMAN 7/5,Terrace House - end lot,Freehold,2,-,"2,400 sq. ft.",-,"RM 850,000",RM 354
"TAMAN NUSA IDAMAN, Iskandar Puteri (Nusajaya), Johor",15/12/2022,JALAN IDAMAN 6/1,Terrace House - intermediate,Freehold,2,-,"1,539 sq. ft.",-,"RM 700,000",RM 455
"TAMAN NUSA IDAMAN, Iskandar Puteri (Nusajaya), Johor",07/12/2022,JALAN IDAMAN 7/4,Terrace House - intermediate,Freehold,2,-,"1,647 sq. ft.",-,"RM 670,000",RM 407
"TAMAN NUSA IDAMAN, Iskandar Puteri (Nusajaya), Johor",05/12/2022,JALAN IDAMAN 5/8,Terrace House - end lot,Freehold,2,-,"4,015 sq. ft.",-,"RM 750,000",RM 187
"TAMAN NUSA IDAMAN, Iskandar Puteri (Nusajaya), Johor",29/11/2022,JALAN IDAMAN 8/7,Terrace House - end lot,Freehold,2,-,"2,400 sq. ft.",-,"RM 870,000",RM 363
"TAMAN NUSA IDAMAN, Iskandar Puteri (Nusajaya), Johor",29/11/2022,JALAN IDAMAN 8/11,Terrace House - intermediate,Freehold,2,-,"1,647 sq. ft.",-,"RM 670,000",RM 407
"TAMAN NUSA IDAMAN, Iskandar Puteri (Nusajaya), Johor",16/11/2022,JALAN IDAMAN 6/2,Terrace House - intermediate,Freehold,2,-,"1,539 sq. ft.",-,"RM 700,000",RM 455
"SETIA IMPIAN 3, Setia Alam, Selangor",24/02/2023,JALAN SETIA UTAMA U13/39M,Terrace House - intermediate,Freehold,2,-,"1,400 sq. ft.",-,"RM 860,000",RM 614
"SETIA IMPIAN 3, Setia Alam, Selangor",22/02/2023,JALAN SETIA UTAMA U13/39M,Terrace House - intermediate,Freehold,2,-,"1,540 sq. ft.",-,"RM 910,000",RM 591
"SETIA IMPIAN 3, Setia Alam, Selangor",07/02/2023,JALAN SETIA UTAMA U13/38D,Semi D,Freehold,2,-,"2,400 sq. ft.",-,"RM 1,350,000",RM 563
"SETIA IMPIAN 3, Setia Alam, Selangor",31/01/2023,JALAN SETIA UTAMA U13/38E,Semi D,Freehold,2,-,"2,400 sq. ft.",-,"RM 1,350,000",RM 563
"SETIA IMPIAN 3, Setia Alam, Selangor",11/01/2023,JALAN SETIA UTAMA U13/37E,Terrace House - intermediate,Freehold,2,-,"2,240 sq. ft.",-,"RM 1,220,000",RM 545
"SETIA IMPIAN 3, Setia Alam, Selangor",11/01/2023,JALAN SETIA UTAMA U13/38D,Semi D,Freehold,2,-,"2,400 sq. ft.",-,"RM 1,310,000",RM 546
"SETIA IMPIAN 3, Setia Alam, Selangor",05/01/2023,JALAN SETIA IMPIAN U13/3F,Terrace House - corner lot,Freehold,2,-,"2,080 sq. ft.",-,"RM 900,000",RM 433
"SETIA IMPIAN 3, Setia Alam, Selangor",03/01/2023,JALAN SETIA UTAMA U13/39M,Terrace House - intermediate,Freehold,2,-,"1,540 sq. ft.",-,"RM 908,000",RM 590
"SETIA IMPIAN 3, Setia Alam, Selangor",03/01/2023,JALAN SETIA UTAMA U13/37U,Terrace House - end lot,Freehold,3,-,"2,859 sq. ft.",-,"RM 1,500,000",RM 525
"SETIA IMPIAN 3, Setia Alam, Selangor",28/12/2022,JALAN SETIA IMPIAN U13/3M,Terrace House - intermediate,Freehold,2,-,"1,302 sq. ft.",-,"RM 630,000",RM 484
"ARC @ Austin Hills, Johor Bahru, Johor",20/01/2023,-,650 sq. ft.,"RM 295,000",RM 454
"ARC @ Austin Hills, Johor Bahru, Johor",05/01/2023,-,850 sq. ft.,"RM 380,000",RM 447
"ARC @ Austin Hills, Johor Bahru, Johor",05/12/2022,-,650 sq. ft.,"RM 350,000",RM 538
"ARC @ Austin Hills, Johor Bahru, Johor",29/11/2022,-,850 sq. ft.,"RM 355,000",RM 418
"ARC @ Austin Hills, Johor Bahru, Johor",23/11/2022,-,650 sq. ft.,"RM 285,000",RM 438
"ARC @ Austin Hills, Johor Bahru, Johor",09/11/2022,-,650 sq. ft.,"RM 370,000",RM 569
"ARC @ Austin Hills, Johor Bahru, Johor",09/11/2022,-,650 sq. ft.,"RM 320,000",RM 492
"ARC @ Austin Hills, Johor Bahru, Johor",02/11/2022,-,650 sq. ft.,"RM 350,000",RM 538
"ARC @ Austin Hills, Johor Bahru, Johor",25/10/2022,-,650 sq. ft.,"RM 280,000",RM 431
"ARC @ Austin Hills, Johor Bahru, Johor",18/10/2022,-,650 sq. ft.,"RM 370,000",RM 569
"SETIA ECOHILL, Semenyih, Selangor",01/02/2023,JALAN ECOHILL 1/3J,Terrace House - intermediate,Freehold,2,-,"1,400 sq. ft.",-,"RM 483,334",RM 345
"SETIA ECOHILL, Semenyih, Selangor",23/12/2022,JALAN ECOHILL 3/2B,Semi D,Freehold,2,-,"2,818 sq. ft.",-,"RM 838,888",RM 298
"SETIA ECOHILL, Semenyih, Selangor",19/12/2022,JALAN ECOHILL 1/3F,Terrace House - intermediate,Freehold,2,-,"1,300 sq. ft.",-,"RM 510,000",RM 392
"SETIA ECOHILL, Semenyih, Selangor",16/12/2022,JALAN ECOHILL 3/2D,Semi D,Freehold,2,-,"2,818 sq. ft.",-,"RM 870,000",RM 309
"SETIA ECOHILL, Semenyih, Selangor",30/11/2022,JALAN ECOHILL 1/3J,Terrace House - intermediate,Freehold,2,-,"1,400 sq. ft.",-,"RM 520,000",RM 371
"SETIA ECOHILL, Semenyih, Selangor",29/11/2022,JALAN ECOHILL 1/1K,Terrace House - intermediate,Freehold,2,-,"1,650 sq. ft.",-,"RM 650,000",RM 394
"SETIA ECOHILL, Semenyih, Selangor",22/11/2022,JALAN ECOHILL 1/3M,Terrace House - intermediate,Freehold,2,-,"1,400 sq. ft.",-,"RM 570,000",RM 407
"SETIA ECOHILL, Semenyih, Selangor",21/11/2022,JALAN ECOHILL 1/3L,Terrace House - intermediate,Freehold,2,-,"1,400 sq. ft.",-,"RM 518,000",RM 370
"SETIA ECOHILL, Semenyih, Selangor",09/11/2022,JALAN ECOHILL 1/1L,Terrace House - intermediate,Freehold,2,-,"1,650 sq. ft.",-,"RM 570,000",RM 345
"SETIA ECOHILL, Semenyih, Selangor",28/10/2022,JALAN ECOHILL 1/3M,Terrace House - intermediate,Freehold,2,-,"1,400 sq. ft.",-,"RM 520,000",RM 371
"TAMAN LESTARI PUCHONG, Seri Kembangan, Selangor",15/02/2023,JALAN LEP 4/4,Terrace House - intermediate,Leasehold,2,-,"1,300 sq. ft.",-,"RM 480,000",RM 369
"TAMAN LESTARI PUCHONG, Seri Kembangan, Selangor",12/01/2023,JALAN LEP 6/14,Terrace House - intermediate,Leasehold,2,-,"1,080 sq. ft.",-,"RM 455,000",RM 421
"TAMAN LESTARI PUCHONG, Seri Kembangan, Selangor",04/01/2023,JALAN LEP 6/10,Terrace House - intermediate,Leasehold,2,-,"1,080 sq. ft.",-,"RM 450,000",RM 417
"TAMAN LESTARI PUCHONG, Seri Kembangan, Selangor",29/12/2022,JALAN LEP 1/9,Terrace House - intermediate,Leasehold,2,-,"1,170 sq. ft.",-,"RM 620,000",RM 530
"TAMAN LESTARI PUCHONG, Seri Kembangan, Selangor",25/11/2022,JALAN LEP 3/14,Terrace House - intermediate,Leasehold,2,-,"1,400 sq. ft.",-,"RM 438,000",RM 313
"TAMAN LESTARI PUCHONG, Seri Kembangan, Selangor",16/11/2022,JALAN LEP 6/7,Terrace House - intermediate,Leasehold,1,-,"1,400 sq. ft.",-,"RM 415,000",RM 296
"TAMAN LESTARI PUCHONG, Seri Kembangan, Selangor",11/11/2022,JALAN LEP 1/5,Terrace House - intermediate,Leasehold,2,-,"1,170 sq. ft.",-,"RM 480,000",RM 410
"TAMAN LESTARI PUCHONG, Seri Kembangan, Selangor",21/10/2022,JALAN LEP 4/6,Terrace House - intermediate,Leasehold,2,-,"1,540 sq. ft.",-,"RM 570,000",RM 370
"TAMAN LESTARI PUCHONG, Seri Kembangan, Selangor",18/10/2022,JALAN LEP 6/31,Terrace House - intermediate,Leasehold,2,-,"1,400 sq. ft.",-,"RM 700,000",RM 500
"TAMAN LESTARI PUCHONG, Seri Kembangan, Selangor",05/10/2022,JALAN LEP 6/17,Terrace House - intermediate,Leasehold,2,-,"1,400 sq. ft.",-,"RM 650,000",RM 464
"BANDAR SPRINGHILL, Jimah, Negeri Sembilan",01/02/2023,JALAN SPRINGHILL 8/2,Terrace House - intermediate,Freehold,2,-,797 sq. ft.,-,"RM 230,000",RM 289
"BANDAR SPRINGHILL, Jimah, Negeri Sembilan",25/01/2023,"JALAN SPRINGHILL 3/2, PARK RESIDENCES",Terrace House - intermediate,Freehold,2,-,"1,432 sq. ft.",-,"RM 380,000",RM 265
"BANDAR SPRINGHILL, Jimah, Negeri Sembilan",13/01/2023,JALAN SPRINGHILL 3A/3,Terrace House - intermediate,Freehold,2,-,"1,540 sq. ft.",-,"RM 410,000",RM 266
"BANDAR SPRINGHILL, Jimah, Negeri Sembilan",13/01/2023,JALAN SPRINGHILL 10/13,Terrace House - corner lot,Freehold,1,-,"1,647 sq. ft.",-,"RM 220,000",RM 134
"BANDAR SPRINGHILL, Jimah, Negeri Sembilan",22/12/2022,JALAN SPRINGHILL 2/5,Terrace House - corner lot,Freehold,1,-,"2,863 sq. ft.",-,"RM 250,000",RM 87
"BANDAR SPRINGHILL, Jimah, Negeri Sembilan",19/12/2022,JALAN SPRINGHILL 8/3,Terrace House - intermediate,Freehold,2,-,797 sq. ft.,-,"RM 220,000",RM 276
"BANDAR SPRINGHILL, Jimah, Negeri Sembilan",01/12/2022,JALAN SPRINGHILL 9/9,Terrace House - intermediate,Freehold,2,-,797 sq. ft.,-,"RM 200,000",RM 251
"BANDAR SPRINGHILL, Jimah, Negeri Sembilan",01/12/2022,JALAN SPRINGHILL 8/2,Terrace House - intermediate,Freehold,2,-,797 sq. ft.,-,"RM 240,000",RM 301
"BANDAR SPRINGHILL, Jimah, Negeri Sembilan",21/11/2022,JALAN SPRINGHILL 10/24,Terrace House - intermediate,Freehold,2,-,"1,302 sq. ft.",-,"RM 310,000",RM 238
"BANDAR SPRINGHILL, Jimah, Negeri Sembilan",14/11/2022,JALAN SPRINGHILL 8/2,Terrace House - intermediate,Freehold,2,-,797 sq. ft.,-,"RM 280,000",RM 351
